Date,Close,High,Low,Open,Volume,simple_return_o2c,log_return_o2c,squared_return,abs_return
2023-11-30,20133.15039,20158.69922,20015.84961,20108.5,486600,0.0012258691598079,0.0012251183957058,1.5009150834967531e-06,0.0012251183957058
2023-12-01,20267.90039,20291.55078,20183.69922,20194.09961,265800,0.0036545714552904,0.0036479097345857,1.3307245431685112e-05,0.0036479097345857
2023-12-04,20686.80078,20702.65039,20507.75,20601.94922,381100,0.0041186180537533,0.0041101597627767,1.689341327554862e-05,0.0041101597627767
2023-12-05,20855.09961,20864.05078,20711.15039,20808.90039,421000,0.0022201663295098,0.0022177054020169,4.918217250134941e-06,0.0022177054020169
2023-12-06,20937.69922,20961.94922,20852.15039,20950.75,359200,-0.0006229266255385,-0.0006231207249395,3.882794378491281e-07,0.0006231207249395
2023-12-07,20901.15039,20941.25,20850.80078,20932.40039,275000,-0.0014929009295526,-0.0014940164164912,2.2320850527452066e-06,0.0014940164164912
2023-12-08,20969.40039,21006.09961,20862.69922,20934.09961,292400,0.001686281266338,0.0016848610904033,2.838756893954997e-06,0.0016848610904033
2023-12-11,20997.09961,21026.09961,20923.69922,20965.30078,212900,0.0015167361696204,0.0015155870870729,2.297004218502118e-06,0.0015155870870729
2023-12-12,20906.40039,21037.90039,20867.15039,21018.55078,244900,-0.0053357812902457,-0.0053500674123104,2.8623221316265702e-05,0.0053500674123104
2023-12-13,20926.34961,20950.0,20769.5,20929.75,260300,-0.0001624668235405,-0.0001624800227046,2.6399757778087334e-08,0.0001624800227046
2023-12-14,21182.69922,21210.90039,21074.44922,21110.40039,334400,0.0034247967193576,0.0034189454588525,1.1689188050608132e-05,0.0034189454588525
2023-12-15,21456.65039,21492.30078,21235.30078,21287.44922,508800,0.0079484004049217,0.0079169782644378,6.267854483958055e-05,0.0079169782644378
2023-12-18,21418.65039,21482.80078,21365.34961,21434.80078,249700,-0.0007534658318388,-0.0007537498298829,5.681388060485006e-07,0.0007537498298829
2023-12-19,21453.09961,21505.05078,21337.75,21477.65039,249800,-0.0011430850001836,-0.0011437388201378,1.3081384886902068e-06,0.0011437388201378
2023-12-20,21150.15039,21593.0,21087.34961,21543.5,363900,-0.0182583893053589,-0.0184271308168151,0.0003395591501400168,0.0184271308168151
2023-12-21,21255.05078,21288.34961,20976.80078,21033.94922,277500,0.0105116522668871,0.0104567889844534,0.00010934443586538598,0.0104567889844534
2023-12-22,21349.40039,21390.5,21232.44922,21295.84961,284700,0.0025146111087699,0.0025114547644674,6.3074050339660045e-06,0.0025114547644674
2023-12-26,21441.34961,21477.15039,21329.44922,21365.19922,219500,0.0035642255995778,0.0035578888002399,1.2658572714872514e-05,0.0035578888002399
2023-12-27,21654.75,21675.75,21495.80078,21497.65039,256500,0.0073077572269515,0.0072811849464273,5.301565422407952e-05,0.0072811849464273
2023-12-28,21778.69922,21801.44922,21678.0,21715.0,393100,0.0029334202164401,0.0029291261348712,8.579779913985496e-06,0.0029291261348712
2023-12-29,21731.40039,21770.30078,21676.90039,21737.65039,270900,-0.0002875195749248,-0.0002875609166024,8.269128075721245e-08,0.0002875609166024
2024-01-01,21741.90039,21834.34961,21680.84961,21727.75,154000,0.0006512588740203,0.0006510468969895,4.238620620796566e-07,0.0006510468969895
2024-01-02,21665.80078,21755.59961,21555.65039,21751.34961,263700,-0.0039330354913089,-0.0039407902151445,1.5529827519778633e-05,0.0039407902151445
2024-01-03,21517.34961,21677.0,21500.34961,21661.09961,311900,-0.0066363205279585,-0.0066584388133638,4.433480743130953e-05,0.0066584388133638
2024-01-04,21658.59961,21685.65039,21564.55078,21605.80078,339200,0.002443734001698,0.0024407529393903,5.9572749111423895e-06,0.0024407529393903
2024-01-05,21710.80078,21749.59961,21629.19922,21705.75,309300,0.0002326931803784,0.0002326661115194,5.4133519449557875e-08,0.0002326661115194
2024-01-08,21513.0,21763.94922,21492.90039,21747.59961,231500,-0.0107873794904761,-0.0108459851171075,0.00011763539316051739,0.0108459851171075
2024-01-09,21544.84961,21724.44922,21517.84961,21653.59961,228600,-0.0050222596685391,-0.0050349135999606,2.5350354959068204e-05,0.0050349135999606
2024-01-10,21618.69922,21641.84961,21448.65039,21529.30078,217000,0.0041524079631534,0.0041438105090809,1.717116553516931e-05,0.0041438105090809
2024-01-11,21647.19922,21726.5,21593.75,21688.0,212500,-0.0018812606049428,-0.0018830323981599,3.5458110125198243e-06,0.0018830323981599
2024-01-12,21894.55078,21928.25,21715.15039,21773.55078,294700,0.0055572010841311,0.0055418168115339,3.071173357259976e-05,0.0055418168115339
2024-01-15,22097.44922,22115.55078,21963.55078,22053.15039,345500,0.0020087302365692,0.002006715435664,4.026906839732158e-06,0.002006715435664
2024-01-16,22032.30078,22124.15039,21969.80078,22080.5,292400,-0.0021828862571046,-0.002185272226142,4.775414702347612e-06,0.002185272226142
2024-01-17,21571.94922,21851.5,21550.44922,21647.25,456000,-0.0034785379205211,-0.0034846021006244,1.2142451799675983e-05,0.0034846021006244
2024-01-18,21462.25,21539.40039,21285.55078,21414.19922,387300,0.0022438747069806,0.0022413609797539,5.0236990415633625e-06,0.0022413609797539
2024-01-19,21622.40039,21670.59961,21575.0,21615.19922,343100,0.0003331530709806,0.0003330975878189,1.1095400301076981e-07,0.0003330975878189
2024-01-23,21238.80078,21750.25,21192.59961,21716.69922,449700,-0.0220060348563412,-0.0222517795761138,0.0004951416943039552,0.0222517795761138
2024-01-24,21453.94922,21482.34961,21137.19922,21185.25,407500,0.0126833159863584,0.0126035564365052,0.00015884963484817167,0.0126035564365052
2024-01-25,21352.59961,21459.0,21247.05078,21454.59961,418100,-0.0047542252875443,-0.0047655625641706,2.2710586553024265e-05,0.0047655625641706
2024-01-29,21737.59961,21763.25,21429.59961,21433.09961,376700,0.0142069978463559,0.0141070242232047,0.00019900813243408418,0.0141070242232047
2024-01-30,21522.09961,21813.05078,21501.80078,21775.75,375100,-0.0116482963847398,-0.0117166692593617,0.00013728033853327144,0.0117166692593617
2024-01-31,21725.69922,21741.34961,21448.84961,21487.25,410600,0.0110972423181188,0.0110361197038407,0.00012179593811750094,0.0110361197038407
2024-02-01,21697.44922,21832.94922,21658.75,21780.65039,332500,-0.0038199580136596,-0.0038272726870447,1.4648016220998356e-05,0.0038272726870447
2024-02-02,21853.80078,22126.80078,21805.55078,21812.75,442800,0.001881962613609,0.0018801939406727,3.5351292545423364e-06,0.0018801939406727
2024-02-05,21771.69922,21964.30078,21726.94922,21921.05078,440800,-0.0068131569740381,-0.0068364724898739,4.673735610480264e-05,0.0068364724898739
2024-02-06,21929.40039,21951.40039,21737.55078,21825.19922,371000,0.0047743513793228,0.0047629903105816,2.268607669869421e-05,0.0047629903105816
